epoch,accuracy,loss,val_accuracy,val_loss
0,0.8802452683448792,0.3151743412017822,0.6827059388160706,0.8479357361793518
1,0.9701093435287476,0.08589781820774078,0.7262961864471436,0.9176178574562073
2,0.9822103977203369,0.05196327716112137,0.7985618114471436,0.6684192419052124
0,0.9825206995010376,0.052959639579057693,0.8999467492103577,0.29235517978668213
1,0.9909870028495789,0.025821080431342125,0.8796164989471436,0.40671855211257935
2,0.9937204718589783,0.020087258890271187,0.9085582494735718,0.359350323677063
0,0.9658466577529907,0.09083210676908493,0.8453480005264282,0.5817316770553589
1,0.9941046237945557,0.018073370680212975,0.7926136255264282,0.7338478565216064
0,0.9867713451385498,0.03783176466822624,0.7074024677276611,1.0403804779052734
1,0.9944972395896912,0.016790810972452164,0.911347508430481,0.26675528287887573
0,0.9421500563621521,0.15179695188999176,0.6908735632896423,1.0344057083129883
1,0.9966109991073608,0.010402067564427853,0.6475496888160706,2.1529672145843506
0,0.9734968543052673,0.07211758196353912,0.8602941036224365,0.2925456166267395
1,0.9998022317886353,0.000905438035260886,0.873161792755127,0.2925085723400116
0,0.9966897964477539,0.010447375476360321,0.9039417505264282,0.2230195850133896
1,0.9982266426086426,0.005689297337085009,0.5348011255264282,2.335726261138916
0,0.9976917505264282,0.014249834232032299,0.7631391882896423,1.1347192525863647
0,0.9626420736312866,0.10412680357694626,0.6864346861839294,0.7753432989120483
0,0.9782403111457825,0.06258624792098999,0.8757990002632141,0.34710320830345154
0,0.9986979365348816,0.005039412062615156,0.8728693127632141,0.4721834361553192
0,0.9859374761581421,0.08761658519506454,0.8810369372367859,0.3463302254676819
0,0.9902698993682861,0.02787673845887184,0.8156960010528564,0.5903494954109192
0,0.7734375,0.7389505505561829,0.560546875,1.210607647895813
0,0.97265625,0.11388789862394333,0.65625,0.8724566698074341
0,0.767578125,0.5472598075866699,0.861328125,0.32371413707733154
0,0.9495347738265991,0.12233837693929672,0.9503073692321777,0.11332210153341293
0,0.9756679534912109,0.05910302326083183,0.9174107313156128,0.2095920294523239
0,0.9845811128616333,0.041198376566171646,0.9174107313156128,0.2102191299200058
0,0.9810356497764587,0.05794243887066841,0.944940447807312,0.14727625250816345
0,0.75,1.4533179998397827
0,0.9378378391265869,0.16775378584861755,0.640625,0.8965138792991638
0,0.9465376734733582,0.1509658694267273,0.8903301954269409,0.2739417850971222
0,0.9652562141418457,0.09456419944763184,0.8509221076965332,0.3983040153980255
0,0.9629956483840942,0.10119325667619705,0.8579987287521362,0.4516899883747101
0,0.9856799840927124,0.04016683250665665,0.808012843132019,0.5457512140274048
